age,income,credit_score,employment_years,gender,loan_approved,income_consistency_index
30.0,32753.878169481606,751.2635254401941,10.237741363978706,Male,1,1.8073943165658988
19.0,54865.185667923855,749.6032503307525,2.064210883699246,Male,1,1.0543356271868407
36.0,34455.06204742756,827.4239618040181,6.48320396495964,Male,1,1.4116640088620138
24.0,37167.75956111628,608.0686969015524,5.359970949648311,Male,1,1.1683139644442462
40.0,45895.58584410098,600.131497606362,0.825660919221295,Male,1,0.7175031238196019
26.0,34215.05795595207,681.9765513481861,7.45613766838461,Male,1,1.526174276391826
50.0,42866.98329896968,631.7300228078113,0.5968847217806158,Male,1,1.673166440863869
27.0,32099.36347185027,681.8500852998174,6.5081872056027015,Male,1,1.5213991188089475
32.0,22502.443224519087,806.2748785053011,23.535093700760964,Male,1,1.6310717311239835
43.0,65269.35578644039,602.1853277293721,15.848218293380611,Male,1,1.3995801769850111
23.0,30559.269607641076,619.532103740627,8.053236794023098,Female,1,0.7657643792013623
37.0,47319.786685880244,667.4311003526577,3.8234030708934474,Male,1,1.3898965092710014
48.0,61293.366222406774,627.1681573974831,5.616952377843168,Female,0,0.4567905263606309
19.0,40775.83846225935,458.5994171986513,6.5117589300902186,Male,0,1.6123858708233647
37.0,37622.51150381693,591.987235730106,0.042185080064615854,Male,1,1.0437796414906724
38.0,53393.57133001132,718.7373242237504,0.5399655614681341,Female,1,0.6350725226498821
43.0,66769.00734090728,793.7546750932646,4.544827287627688,Male,1,1.8821345599332677
23.0,32460.271023702968,534.5381432462273,0.032779918586639326,Male,0,1.7284018624643558
22.0,47747.782519738415,534.0717600769157,11.979297524446013,Male,0,1.8860431384415306
40.0,24012.58107549009,653.0233802717336,3.363417126197867,Male,1,1.0534402430324574
38.0,44101.98494476715,442.44049351221634,1.4904608539836162,Male,1,1.5377350119111806
38.0,50513.07026807113,605.5029797012872,2.5029011838611925,Female,1,0.8462462851424348
38.0,37180.630373674016,476.3957940448606,9.511547490399234,Male,1,1.678491781037741
28.0,43145.12249262153,786.9061299842465,13.099707203573237,Female,1,0.8515583818674611
37.0,28876.598475388248,573.0668845649595,0.6178203334958031,Male,1,1.2400293569061966
38.0,51156.179170722404,815.2834186339028,7.5245029415278175,Male,1,1.499079448291706
28.0,65835.41373324725,761.3521353458339,4.31644152325423,Female,1,0.535885030209837
54.0,33542.84195344304,585.3682702302583,4.4034447870961815,Male,1,1.5778275605820278
40.0,40659.92350171426,542.8040363153923,7.5582023670308836,Female,0,0.5651330069114903
23.0,57538.19369681273,630.6454250832411,1.2605753014156715,Male,0,1.8527219467247447
42.0,68181.36078984104,639.5353375741797,3.7862419783815593,Male,1,0.664440365413047
25.0,27602.15281686603,684.6146943952401,1.923554488045875,Male,1,1.771416589882708
43.0,47468.22893876076,572.3456710469821,0.49640817538703425,Male,1,1.3257264515629028
47.0,54246.96233479287,724.6394873522203,0.5551016531612357,Male,1,1.0651386947774604
27.0,48469.15414056728,676.53280549999,0.7336417135574164,Male,1,1.5509978774049378
45.0,12848.118996843696,615.9604843284136,4.771259229041472,Male,1,1.765684271846538
39.0,57516.35013963158,578.7959344581977,0.5592979357146953,Male,1,1.847550711713522
43.0,72790.04526635967,631.5115016901314,4.221057969273742,Male,0,1.837736757168798
54.0,51749.92626754255,568.3098748172431,4.437266020982466,Female,0,0.7178387975561128
33.0,34533.40920058605,655.8438694883588,11.711648242982475,Male,1,1.5614547433521913
27.0,42303.09130453575,658.5438685219909,4.9225346546057915,Female,1,0.5895417794542592
26.0,76548.6960148339,676.1707283476339,21.198415227310377,Male,0,1.523788500993003
27.0,63649.43811290838,826.6242409671854,0.15741504840444956,Male,1,1.6014305180549544
34.0,59600.39927576494,636.7555280300428,6.08944825726309,Male,0,1.3874596167175544
38.0,55346.18875301564,750.4597867124482,0.13418495064851135,Female,1,0.8570610322453296
38.0,40082.94331713542,672.9587396975702,6.535153529523803,Female,1,0.5462731312546486
43.0,46991.43229016347,626.1755698101546,2.437582108185291,Male,1,2.0721946164367133
35.0,48831.158964822265,638.0840730048766,4.724837095897114,Male,1,1.6173057656110037
50.0,58243.61474096666,644.117359083195,1.851972223190862,Male,0,1.3545972043295302
32.0,72633.78341400356,677.9767707728216,0.866442623659389,Female,0,0.9601396435851298
62.0,66775.07205189692,554.067923478103,6.427948662117889,Male,1,1.6153846188537548
41.0,28709.23466305939,503.4659616555033,11.749451765077215,Female,0,0.3397192695712814
26.0,53359.92453351573,715.4297393474276,1.014146718728086,Female,0,0.4674051486678971
24.0,61051.450177518454,739.8123832581259,12.672774986283857,Female,0,0.3479973514603988
40.0,59282.90495216953,724.5635832802802,0.7551733352341004,Male,0,1.3466088829033784
33.0,40561.49354918871,665.4972018556473,6.652631236876946,Female,1,0.3279561358852048
42.0,93711.63823652542,726.7224627453288,16.025500509125614,Male,1,1.5211963895104772
40.0,30843.731565033217,721.3429026017143,0.7971531147133442,Male,1,1.344927832229197
34.0,33752.17330000925,728.7629358954955,2.8554446766272163,Male,1,1.5169560790269068
27.0,53503.92621892365,564.0459178657886,2.0583527280441243,Female,0,0.5861396466540169
20.0,81752.0458244578,540.3048202845368,2.4590196944084433,Male,0,1.2287730470244216
31.0,37457.077239437436,611.1430753247729,6.994664239606471,Female,0,0.9153245231342042
44.0,46012.57451529511,648.2615890457345,5.4115632506835745,Female,0,0.3902989587305894
37.0,66159.40509523539,625.807887286771,17.31860398649745,Female,1,0.8395104720371681
23.0,49732.067676684,462.3309668662124,1.0257784328113821,Male,0,1.6980239461057298
37.0,44980.94218204556,822.1692612135142,3.9182144055408648,Female,1,0.36350106444556907
39.0,58484.4935283008,622.5954011114264,2.9812471754713172,Male,1,1.1199483801195782
26.0,54087.7698534439,667.2704416576954,12.557656336426193,Female,0,0.6823304863721695
37.0,65456.58178455187,774.4548990763059,0.053380094513939234,Male,1,1.4439797730782749
36.0,69372.03333598045,415.5027730478795,22.627361119629015,Female,0,0.5668526846759167
24.0,54605.045900080426,598.8306128088288,3.2670783199498103,Male,0,1.6248403421873263
39.0,54375.99088067464,611.2882726420196,4.911346743707955,Female,0,0.7374138780844707
41.0,53211.664734292004,616.3689954549355,2.231846122233771,Male,0,1.4464902537566964
46.0,57336.95834973932,632.6513409286047,9.570539655227694,Female,0,0.43311696512943204
46.0,50827.559568071956,794.7134798444845,4.127544232118297,Male,1,1.8590822376776
21.0,49990.87276516566,717.3458875727223,5.435557429561534,Female,1,0.5630766397459062
26.0,67949.40681240863,745.8035268628829,5.233488026777902,Male,1,1.0694208606920756
40.0,72741.74270532565,654.7120271810924,2.2626431705725025,Female,0,1.249570254129663
40.0,27386.70583049869,510.06269538544984,0.3951673129494916,Male,1,1.466696317769637
40.0,50150.31727610854,442.0302964853993,8.243655019478442,Male,0,1.3088315981167054
74.0,39669.58349832148,497.05922767683694,1.7104513757303117,Female,0,0.22166534112713193
41.0,45335.42800270891,685.9765704166019,9.450067429119585,Female,0,0.2439290278950536
46.0,56037.743146029825,653.1769712697635,4.690675572757922,Female,1,0.9269400407133472
45.0,60041.57557313703,628.9836352443992,2.182488054869223,Female,0,-0.3001407684973362
42.0,48318.103345829826,613.1423093259864,4.510055230264837,Male,1,2.0545025246900632
32.0,21299.894979157958,851.1721575442747,5.185131596456772,Male,1,1.284742199639113
43.0,35524.3162913573,567.7096409023526,6.132513668556112,Male,1,1.6897603064827238
27.0,63447.49505300249,742.7819456116059,8.639365836707508,Male,0,1.2992878240720869
33.0,8893.603669476033,650.1912936020994,0.8703084711825537,Male,1,1.0445198178322679
30.0,67811.40727523,643.9060488214003,14.424926086124163,Female,0,0.4203423972647969
36.0,57818.44985966812,767.6637548616744,2.64529264124344,Male,1,1.123794896985425
58.0,69742.64122295033,796.2530382691444,9.84667228567249,Male,1,1.5441297819689788
16.0,47021.46219678559,626.0450543115162,1.2453820713108306,Male,1,1.492440790029335
42.0,19078.918639656426,729.9202719242143,0.14729324313970615,Male,1,1.29161626863611
19.0,56455.43962259747,686.3891362150054,4.258886566463534,Male,1,1.5454307659710875
30.0,69119.79686057512,650.7437138809914,1.9627415445576721,Male,0,1.8116517698319843
46.0,63870.82708270132,670.4254942657026,20.822334804479002,Female,1,0.4797646201755315
36.0,40059.62774767947,581.1991185155163,0.5516054098243852,Male,1,1.2814313124846923
24.0,51301.4161319397,619.3900606668915,0.24229114284923492,Female,1,0.7146041599254322
28.0,42007.45596830114,591.9364720247294,0.23031298423146399,Male,1,1.6324714251280803
42.0,37711.00303715942,740.137671642892,1.2223064360916247,Male,1,1.4145294834681217
28.0,64330.82856769777,640.4798884458937,4.327882532411882,Male,1,1.9120416325121492
37.0,32037.01533102257,520.2285975384962,3.52168146574374,Female,0,1.0240500647822508
35.0,36592.75354127581,577.6562776836912,2.15449772857144,Female,1,0.9596193230644804
28.0,33439.615497914216,330.07353547878216,0.46492651292765985,Male,0,1.303581416569345
56.0,27646.2871505143,600.5507398117852,1.3311497492164426,Male,1,1.755114050932323
41.0,52196.21437763905,653.7645065097149,1.0176058335631377,Male,1,1.4340617089687389
15.0,67422.54572722965,636.3864151133026,6.845551033521718,Male,1,1.5805638394961141
37.0,47226.84865632102,848.0154351531393,7.569420243463638,Female,1,1.5485339640646814
28.0,27413.782991537504,707.4906040915037,7.50323174169351,Male,1,2.1506189937418956
44.0,62599.168096130416,703.045185308915,17.375384074257724,Male,1,1.5950807799651596
27.0,75285.52631052457,485.6730965429722,10.781092280471828,Female,0,0.16949969016878147
34.0,40306.36513780108,613.5357945882868,3.4438314253408726,Male,0,1.0866953060351148
40.0,42821.68599923423,601.3337192676304,2.6801703588153143,Female,0,0.09111598962905154
44.0,57734.90945125091,571.3918801191992,12.37093264339568,Female,0,1.060604817003502
23.0,74328.10621677578,570.0119334486653,4.723775785943075,Male,0,1.1827189265016367
32.0,42202.48781412161,469.18770460583767,1.7435244257763938,Male,0,1.8855854653213249
30.0,30013.253285026924,522.4146795318671,4.1558894306779814,Male,1,1.5438816239321715
28.0,59471.279094086094,737.409340276495,24.23584103998575,Female,1,0.10368395700792987
53.0,61986.02109713449,635.7085308006817,9.467966393568096,Female,1,0.6047500566196986
39.0,50091.9717565284,599.3597581725666,1.6514151590405377,Male,1,1.2435951848029851
22.0,41628.00110513824,649.4588665347292,15.283192428770679,Female,1,0.11499301702237447
44.0,64915.680964880696,766.7390678701152,19.939693065462926,Female,0,0.48384458580837436
56.0,57920.54006821947,650.4210520875786,1.3144072271127416,Male,1,1.54023950458495
45.0,38473.4672464476,704.0374130931039,11.297250565504505,Male,1,1.8081909210969298
20.0,50736.42096958507,565.3395157611742,10.736577384140833,Female,1,1.1319195796120218
30.0,29724.387019630303,588.137004925328,0.20282666456394627,Male,1,1.3410081350856962
48.0,60288.3568465688,685.3976885063676,5.538606142834276,Female,0,0.7403524387518075
28.0,46066.49645925716,839.2653708337114,1.8212370932518094,Female,1,0.29105182765410276
39.0,43464.337514228944,792.9774859514874,5.61369443968383,Male,1,1.8307003075268933
43.0,49506.88272271349,708.2828069456139,12.241448204562385,Female,0,0.5392127937765449
26.0,50604.615489953714,665.1433760160718,3.4535432608378454,Male,1,1.8068414890072688
34.0,63423.95092348341,790.1069355627171,2.6757011353741116,Female,1,0.1270710105064849
3.0,58866.35796987832,729.4678323045124,12.725275463176043,Male,1,1.2377629172297682
25.0,47653.86081810796,420.6337977629339,18.270442253371876,Female,0,0.5122573362870144
32.0,61455.02224578493,544.6069152144778,0.32128655163880226,Female,0,0.9175198884050204
23.0,56011.058805374196,683.8140325357932,12.809893366216023,Male,1,1.2327421736905035
51.0,43601.00545570944,471.30324344490276,0.4319771074016549,Male,0,1.805916464452162
21.0,48129.22762645271,560.2410995243138,2.057060381988399,Male,1,1.890237580354041
31.0,47776.656667353185,580.0185056342026,7.189498993312641,Male,0,1.5278860024979108
36.0,57578.920147613026,624.3834093754166,7.503746797846532,Male,0,1.778073608416176
49.0,44494.66077917537,621.2569791773792,6.46988674878513,Female,1,0.8798957166751422
21.0,44143.8622036755,621.0879572833173,0.19948964998181473,Female,0,0.15080444601025145
47.0,79531.35964150938,732.5307517240313,0.7133857133658804,Male,1,1.7312317587068007
35.0,64096.03222620656,623.4776134549465,13.761303574291496,Female,0,0.08350053797363755
25.0,38590.99003362292,611.5369867928766,0.4248566876796342,Male,1,1.7200452028768582
40.0,58564.11490913297,515.0827895856484,0.40901165812495166,Female,0,0.35559875204809765
37.0,51775.25098482766,752.4346201985825,9.028661310790106,Male,1,1.3873907576594902
29.0,55873.267628901405,582.8502486052514,5.125867121475601,Male,0,1.4352770777335666
36.0,52060.11986847657,541.2969671998725,2.1666697271299546,Male,1,1.5921391732267143
31.0,67844.63968227853,671.3090574868971,0.9058739952898608,Female,1,0.7997451611699119
36.0,55184.30516977169,573.3058737616938,10.778176525613565,Male,0,1.22042681789698
42.0,49068.66952678569,597.4047260205706,22.343484587110044,Male,0,1.4634891782427981
51.0,65632.85865474526,675.846017431907,0.2563176764824631,Male,1,1.0438326431378233
23.0,53499.27561631808,617.3517376220443,4.038452896073128,Male,0,1.3952655878196702
56.0,51822.17868993587,881.1609375300634,1.5143412372603322,Male,1,1.2237725886525093
15.0,54710.33903729172,642.5171456680802,8.930482676235423,Female,0,0.43736584166852943
33.0,48595.8646495045,711.7838218879222,2.123798474471171,Male,1,2.163005322795391
41.0,50138.404894932035,455.83059525070547,6.269831021227219,Male,0,1.2683113370183887
38.0,41199.58116857191,563.935086808527,3.8774664282896794,Male,1,1.2176106723081364
29.0,38732.49170564182,541.3086305083287,3.8992299221551607,Male,1,1.98687623862307
33.0,35021.44420276341,554.5620276697371,9.759621078086097,Male,1,1.1483960225588425
30.0,29120.25069804386,691.5537993837003,3.178208157512878,Male,1,1.0645831499700582
29.0,36804.23957923165,753.556506777741,9.341028120985266,Male,1,1.438377671239558
43.0,47385.99448299612,684.463050463451,2.258279538569672,Male,1,1.3515079505488856
39.0,51546.76373668455,627.3355376433691,0.9605441360446815,Male,1,1.3081926336404077
28.0,45930.55155278539,586.9144961287581,3.039228952343565,Male,0,1.224808699726963
44.0,14664.447648089634,761.3599751186509,3.4493206919969284,Male,1,1.4434232074304978
38.0,73618.79536643514,857.1255454154862,3.2541102788539704,Female,1,0.9110235914594184
43.0,66297.20184335572,663.5055704783691,8.259911423000489,Female,0,0.7854840429801478
41.0,56686.39776825693,743.9363064071572,4.158357272604792,Male,1,1.752180968078126
27.0,78612.36008829903,684.3370349795475,10.966146076323593,Male,1,1.9601073517521017
29.0,35339.53823774434,725.550490646559,3.609642023602696,Male,1,1.3121408914039374
42.0,78314.37680939007,533.5453221889884,1.2726234109950652,Female,0,0.26618800231714457
41.0,35521.78884874178,601.1863719857876,0.6934137061221455,Male,1,1.4634113965530906
35.0,53581.068879370345,689.5469440045584,10.138528921862804,Male,1,0.9842135114978355
36.0,30892.440122986936,771.249094408198,0.28906089638410476,Male,1,1.86569601038572
48.0,50220.4114331655,568.1865778362326,0.6256035201514022,Male,0,1.5105663308921975
29.0,55792.49746997583,446.6700888959873,0.3288751941135545,Male,0,1.3437044470766182
40.0,47679.64503298168,600.1735573558751,2.755931307508246,Female,1,0.579568725561413
33.0,60708.16166135206,751.013071434825,3.803016343163967,Male,1,1.6562706713682223
33.0,51485.21674230886,491.61044089121503,0.10037444999679396,Male,1,1.5456354503564564
46.0,42163.77907433736,532.3080107868416,3.624078552547357,Female,0,0.7093371665705449
43.0,41497.80023296491,665.5918586051112,2.5023922979995246,Male,1,1.666579410306114
43.0,62163.706589235444,638.4028747238536,7.428257608605877,Male,0,1.2560401798403311
48.0,40193.869552895485,709.4466481553227,8.85850854141273,Male,1,0.4740282062538872
35.0,63731.04455727406,527.1273239554421,5.775396344738812,Male,0,1.4670180378328515
42.0,68340.67689247896,617.5021405831333,3.207477337568112,Female,0,1.009335171916369
32.0,24969.29206480805,769.5185402403098,1.217679055439964,Male,1,1.5491451580721034
38.0,66993.89580951552,530.7103806363216,9.390342031197719,Female,0,0.6213498814126397
34.0,80906.34047667048,797.6912296310269,2.0902382367578802,Female,1,0.05780590053216589
36.0,53780.05641802893,543.2583014111311,2.2025494830423584,Male,1,1.7077738176323114
41.0,58986.26277942234,734.9381577377611,12.385379780503243,Male,1,1.6131277481622583
27.0,65555.07986553738,612.7041489786874,18.565298387562528,Male,1,1.0845573820080006
56.0,45867.76527231467,535.5091742361024,11.420335883541801,Female,0,0.43175397946539545
25.0,52734.20335306805,600.3100952847402,31.697239891219937,Male,1,1.8460751673583644
23.0,30287.00705565336,704.4929188178994,10.159311748453417,Male,1,1.2361599824032874
47.0,52079.52542795677,649.314600509851,6.093021922349707,Female,0,0.5543171191463904
43.0,57471.67993466812,761.8469411443343,1.7394213311487876,Male,1,1.192816361927582
41.0,57742.44534389704,793.5740060934882,15.283471206937824,Male,1,1.723930766831721
41.0,65981.3708539637,531.696933468215,10.462708136227555,Male,1,1.5742269877323702
